,training_loss,val_loss
0,1284.7792215572288,1596.6296741121355
1,1092.0409607801523,1471.6952783195309
2,1091.2775763165705,1501.6837623487295
3,826.8263514626775,1407.9941190274142
4,693.7083929684893,1368.445213486074
5,629.319810846593,1351.323871714829
6,595.4633321227367,1344.5942890925671
7,577.7149631643961,1343.0368353818728
8,567.3252612175584,1342.8494912929611
9,562.5766347593836,1342.6656835503636
10,559.5472186891739,1342.5719540163552
11,557.4161637590591,1342.5533322381946
12,1.8911952477693559,4.540183663368225
